abs_energy,auc,autocorr,average_power,calc_centroid,calc_max,calc_mean,calc_median,calc_min,calc_std,calc_var,dfa,distance,ecdf,ecdf_percentile,ecdf_percentile_count,ecdf_slope,entropy,fundamental_frequency,higuchi_fractal_dimension,hist_mode,human_range_energy,hurst_exponent,interq_range,kurtosis,lempel_ziv,lpcc,max_frequency,max_power_spectrum,maximum_fractal_length,mean_abs_deviation,mean_abs_diff,mean_diff,median_abs_deviation,median_abs_diff,median_diff,median_frequency,mfcc,mse,negative_turning,neighbourhood_peaks,petrosian_fractal_dimension,pk_pk_distance,positive_turning,power_bandwidth,rms,skewness,slope,spectral_centroid,spectral_decrease,spectral_distance,spectral_entropy,spectral_kurtosis,spectral_positive_turning,spectral_roll_off,spectral_roll_on,spectral_skewness,spectral_slope,spectral_spread,spectral_variation,spectrogram_mean_coeff,sum_abs_diff,wavelet_abs_mean,wavelet_energy,wavelet_entropy,wavelet_std,wavelet_var,zero_cross
9.410108900864038e-06,0.05171997663089696,2.0,2.585194752984626e-08,187.4684968821182,0.0003526691289152,0.0001410138293915576,0.000149,-6.162378849694505e-05,7.678684911277787e-05,5.896220196668515e-09,0.7355701512682032,364.00000136157973,0.01506849315068493,0.0001354477099084312,182.5,45080.78873550141,0.6475464338401771,0.005479452054794521,1.909988019202797,0.00016623731607973472,0.0,0.6312491882734741,3.988642112777507e-05,1.222300170009615,0.1863013698630137,0.5486324683972762,0.4575342465753425,45.42812073911976,-1.6543622269479576,5.0466815447053565e-05,5.5423426130668344e-05,4.467866095407299e-22,2.051002180570002e-05,3.0367758636800003e-05,0.0,0.136986301369863,37.04576611473829,1.2422650220577087,62.0,14.0,1.029154963806019,0.00041429291741214503,54.0,0.42191780821917807,0.00016056500327387606,-0.06236891191711541,2.968246826610791e-09,0.17277114019158335,-1.2942354774516922,-7.805914387501641,0.8713641759309514,1.9525638058823847,61.0,0.4575342465753425,0.0,0.5025665643948197,-0.019968131178824677,0.15543353216541317,0.695570156831155,1.1598796477888843e-08,0.020174127111563276,9.011376281878298e-06,0.00010913918241454202,2.1690470562187927,0.00010866624611547799,1.2456285475471798e-08,40.0
