abs_energy,auc,autocorr,average_power,calc_centroid,calc_max,calc_mean,calc_median,calc_min,calc_std,calc_var,dfa,distance,ecdf,ecdf_percentile,ecdf_percentile_count,ecdf_slope,entropy,fundamental_frequency,higuchi_fractal_dimension,hist_mode,human_range_energy,hurst_exponent,interq_range,kurtosis,lempel_ziv,lpcc,max_frequency,max_power_spectrum,maximum_fractal_length,mean_abs_deviation,mean_abs_diff,mean_diff,median_abs_deviation,median_abs_diff,median_diff,median_frequency,mfcc,mse,negative_turning,neighbourhood_peaks,petrosian_fractal_dimension,pk_pk_distance,positive_turning,power_bandwidth,rms,skewness,slope,spectral_centroid,spectral_decrease,spectral_distance,spectral_entropy,spectral_kurtosis,spectral_positive_turning,spectral_roll_off,spectral_roll_on,spectral_skewness,spectral_slope,spectral_spread,spectral_variation,spectrogram_mean_coeff,sum_abs_diff,wavelet_abs_mean,wavelet_energy,wavelet_entropy,wavelet_std,wavelet_var,zero_cross
5.20145554930291e-07,0.013159670514778093,2.0,1.4250563148775095e-09,182.73650112768033,6.666802801191807e-05,3.604712272979494e-05,3.5436753232458174e-05,3.41554621425328e-06,1.103483852586317e-05,1.2176766129187406e-10,1.0524936880255826,365.0000000198476,0.015027322404371584,3.571620947786475e-05,182.5,34617.04518646882,0.9993583051330966,0.00546448087431694,1.9173942186484567,3.187916302320244e-05,0.0,0.7444931020499541,1.4265420787504138e-05,0.07674606656520044,0.1830601092896175,0.7341426663460021,0.4426229508196721,25.800289818676248,-2.466454531655476,8.79485991093454e-06,7.421089885929169e-06,-3.701143621380968e-08,7.036068453082753e-06,4.902450944593354e-06,2.3528339239198482e-07,0.07923497267759563,25.998276371763833,1.0788897218154687,81.0,16.0,1.0287334580733225,6.325248179766479e-05,82.0,0.4234972677595628,3.769831187717526e-05,0.10957383733297592,6.184349131616925e-10,0.13469772656305443,-2.425787621958388,-1.880753261944183,0.8388843885083191,2.6321770385821073,60.0,0.4426229508196721,0.0,0.9283836454514646,-0.02975367714072063,0.14880160995298194,0.8057057777327729,2.1695887841402786e-10,0.002708697808364147,1.8788600500643644e-06,1.5871915617566058e-05,2.177248837694461,1.5720117595582637e-05,2.545294044878997e-10,0.0
